Model ID,Performance,Performance Bin,Length Width Ratio,Length Width Bin,Display Ratio,Display Ratio Bin
1787,0.15510888200000000,Medium Performance,1.8421357885680000,Vertical Screen,1.1536796557127100,Vertical Display
1792,0.301883984,High Performance,1.766950908617790,Vertical Screen,2.4661654092991700,Vertical Display
1786,0.18272888433333300,Medium Performance,2.0603329461136500,Vertical Screen,2.8534798549701300,Vertical Display
1782,0.33523252433333300,High Performance,1.9820855102835000,Vertical Screen,2.4661654092991700,Vertical Display
1784,0.20268539200000000,Medium Performance,3.348517288297590,Vertical Screen,2.510204088804670,Vertical Display
1785,0.14372561733333300,Medium Performance,1.515035200450340,Vertical Screen,0.7706766900013850,Horizantal Display
1776,0.19879324666666700,Medium Performance,1.9983209359514900,Vertical Screen,0.7809523788772790,Horizantal Display
1777,0.17716489000000000,Medium Performance,1.7580452413169600,Vertical Screen,2.510204088804670,Vertical Display
1778,0.23528343533333300,Medium Performance,1.8216341113683900,Vertical Screen,1.9523809514561400,Vertical Display
1775,0.29654821766666700,High Performance,1.7702722439222900,Vertical Screen,2.4661654092991700,Vertical Display
1780,0.16477109,Medium Performance,1.6994766015464100,Vertical Screen,1.1536796557127100,Vertical Display
1781,0.366483478,High Performance,1.7751490331360500,Vertical Screen,2.4661654092991700,Vertical Display
1783,0.33523252433333300,High Performance,1.9820855102835000,Vertical Screen,2.4661654092991700,Vertical Display
1779,0.28936941300000000,High Performance,1.9035314864569400,Vertical Screen,2.4661654092991700,Vertical Display
1808,0.25729332900000000,Medium Performance,1.4584623009447300,Vertical Screen,2.4848484909476600,Vertical Display
1816,0.24897393100000000,Medium Performance,1.9630741671532500,Vertical Screen,2.4848484909476600,Vertical Display
1815,0.20882840866666700,Medium Performance,1.9558727885434700,Vertical Screen,2.4848484909476600,Vertical Display
1807,0.2023978776666670,Medium Performance,1.920145340448610,Vertical Screen,2.0411255533238900,Vertical Display
1817,0.366483478,High Performance,1.7751490331360500,Vertical Screen,2.4661654092991700,Vertical Display
1805,0.11231084766666700,Low Performance,1.7565285898358900,Vertical Screen,2.510204088804670,Vertical Display
1804,0.19356716,Medium Performance,1.9438283474055400,Vertical Screen,2.8534798549701300,Vertical Display
1803,0.26912688,Medium Performance,1.9284899052810900,Vertical Screen,2.6395676627692200,Vertical Display
1802,0.28146584,High Performance,1.937222310741680,Vertical Screen,2.6395676627692200,Vertical Display
1801,0.20361991633333300,Medium Performance,1.905825839058600,Vertical Screen,2.4848484909476600,Vertical Display
1800,0.20361991633333300,Medium Performance,1.8775614742285400,Vertical Screen,2.4848484909476600,Vertical Display
